,Trap,Latitude,Longitude,Date,Species,WnvPresent,NumMosquitos,Tmax,Tmin,rain,Spray
2665,T054C,41.925652,-87.63359,2013-08-22,CULEX PIPIENS,0,19,82.4375,61.875,0.65,8.36174670652
2666,T054C,41.925652,-87.63359,2013-08-22,CULEX PIPIENS/RESTUANS,0,11,82.4375,61.875,0.65,8.36174670652
2667,T054C,41.925652,-87.63359,2013-08-29,CULEX PIPIENS/RESTUANS,0,1,86.6875,68.0625,0.59,8.45025878345
2668,T054C,41.925652,-87.63359,2013-09-06,CULEX PIPIENS/RESTUANS,0,3,82.0,63.0,2.025,8.50689758104
2669,T054C,41.925652,-87.63359,2013-09-12,CULEX PIPIENS,0,2,86.0,67.8125,0.09,8.50689758104
2670,T054C,41.925652,-87.63359,2013-09-19,CULEX PIPIENS,0,2,72.9375,57.0,2.875,
2671,T060,41.823065,-87.678378,2007-07-11,CULEX PIPIENS,0,1,87.5625,68.5625,1.87,
2672,T060,41.823065,-87.678378,2007-07-11,CULEX PIPIENS/RESTUANS,0,1,87.5625,68.5625,1.87,
2673,T060,41.823065,-87.678378,2007-07-18,CULEX RESTUANS,0,1,81.0625,63.5,3.15,
2674,T060,41.823065,-87.678378,2007-08-01,CULEX PIPIENS/RESTUANS,0,3,85.5625,67.4375,1.295,
2675,T060,41.823065,-87.678378,2007-08-07,CULEX PIPIENS/RESTUANS,0,1,88.5625,70.0625,4.13,
2676,T060,41.823065,-87.678378,2007-08-15,CULEX PIPIENS,0,1,84.8125,69.5,3.1,
2677,T060,41.823065,-87.678378,2007-08-21,CULEX PIPIENS,0,1,77.625,65.4375,6.495,
2678,T060,41.823065,-87.678378,2007-08-21,CULEX PIPIENS/RESTUANS,0,1,77.625,65.4375,6.495,
2679,T060,41.823065,-87.678378,2007-09-04,CULEX SALINARIUS,0,2,83.6875,62.75,0.01,
2680,T060,41.823065,-87.678378,2007-09-12,CULEX PIPIENS,0,2,78.25,61.625,1.745,
2681,T060,41.823065,-87.678378,2007-09-18,CULEX PIPIENS,0,2,73.0,49.875,0.01,
2682,T060,41.823065,-87.678378,2007-09-18,CULEX PIPIENS/RESTUANS,0,2,73.0,49.875,0.01,
2683,T060,41.823065,-87.678378,2007-09-24,CULEX PIPIENS,0,2,83.1875,61.0625,0.0,
2684,T060,41.823065,-87.678378,2007-10-04,CULEX PIPIENS,0,3,77.0,55.0625,0.955,
2685,T061,41.801179,-87.679447,2007-07-11,CULEX PIPIENS,0,1,87.5625,68.5625,1.87,
2686,T061,41.801179,-87.679447,2007-07-11,CULEX PIPIENS/RESTUANS,0,3,87.5625,68.5625,1.87,
2687,T061,41.801179,-87.679447,2007-07-18,CULEX PIPIENS/RESTUANS,0,2,81.0625,63.5,3.15,
2688,T061,41.801179,-87.679447,2007-07-19,CULEX PIPIENS,0,1,81.75,63.5625,3.32,
2689,T061,41.801179,-87.679447,2007-07-27,CULEX PIPIENS/RESTUANS,0,3,80.625,63.6875,1.3,
2690,T061,41.801179,-87.679447,2007-07-27,CULEX RESTUANS,0,1,80.625,63.6875,1.3,
2691,T061,41.801179,-87.679447,2007-08-01,CULEX PIPIENS,0,6,85.5625,67.4375,1.295,
2692,T061,41.801179,-87.679447,2007-08-01,CULEX PIPIENS/RESTUANS,0,24,85.5625,67.4375,1.295,
2693,T061,41.801179,-87.679447,2007-08-01,CULEX RESTUANS,0,4,85.5625,67.4375,1.295,
2694,T061,41.801179,-87.679447,2007-08-07,CULEX PIPIENS,0,9,88.5625,70.0625,4.13,
2695,T061,41.801179,-87.679447,2007-08-07,CULEX PIPIENS/RESTUANS,0,13,88.5625,70.0625,4.13,
2696,T061,41.801179,-87.679447,2007-08-15,CULEX PIPIENS,1,35,84.8125,69.5,3.1,
2697,T061,41.801179,-87.679447,2007-08-15,CULEX PIPIENS/RESTUANS,0,16,84.8125,69.5,3.1,
2698,T061,41.801179,-87.679447,2007-08-21,CULEX PIPIENS,1,18,77.625,65.4375,6.495,
2699,T061,41.801179,-87.679447,2007-08-21,CULEX PIPIENS/RESTUANS,1,13,77.625,65.4375,6.495,
2700,T061,41.801179,-87.679447,2007-08-21,CULEX RESTUANS,0,1,77.625,65.4375,6.495,
2701,T061,41.801179,-87.679447,2007-08-21,CULEX TERRITANS,0,1,77.625,65.4375,6.495,
2702,T061,41.801179,-87.679447,2007-08-24,CULEX PIPIENS,0,10,79.75,66.125,10.575,
2703,T061,41.801179,-87.679447,2007-08-24,CULEX PIPIENS/RESTUANS,0,3,79.75,66.125,10.575,
2704,T061,41.801179,-87.679447,2007-09-04,CULEX PIPIENS,1,13,83.6875,62.75,0.01,
2705,T061,41.801179,-87.679447,2007-09-04,CULEX PIPIENS/RESTUANS,0,4,83.6875,62.75,0.01,
2706,T061,41.801179,-87.679447,2007-09-04,CULEX RESTUANS,0,1,83.6875,62.75,0.01,
2707,T061,41.801179,-87.679447,2007-09-04,CULEX TERRITANS,0,1,83.6875,62.75,0.01,
2708,T061,41.801179,-87.679447,2007-09-12,CULEX PIPIENS,0,25,78.25,61.625,1.745,
2709,T061,41.801179,-87.679447,2007-09-12,CULEX PIPIENS/RESTUANS,0,9,78.25,61.625,1.745,
2710,T061,41.801179,-87.679447,2007-09-12,CULEX TERRITANS,0,1,78.25,61.625,1.745,
2711,T061,41.801179,-87.679447,2007-09-18,CULEX PIPIENS,0,1,73.0,49.875,0.01,
2712,T061,41.801179,-87.679447,2007-09-24,CULEX PIPIENS,0,9,83.1875,61.0625,0.0,
2713,T061,41.801179,-87.679447,2007-09-24,CULEX PIPIENS/RESTUANS,0,15,83.1875,61.0625,0.0,
2714,T061,41.801179,-87.679447,2007-09-24,CULEX TERRITANS,0,1,83.1875,61.0625,0.0,
2715,T061,41.801179,-87.679447,2007-10-04,CULEX PIPIENS,0,2,77.0,55.0625,0.955,
2716,T061,41.801179,-87.679447,2007-10-04,CULEX PIPIENS/RESTUANS,0,8,77.0,55.0625,0.955,
2717,T061,41.801179,-87.679447,2009-06-02,CULEX PIPIENS/RESTUANS,0,2,72.3125,52.125,4.6,
2718,T061,41.801179,-87.679447,2009-06-12,CULEX PIPIENS/RESTUANS,0,1,70.9375,52.3125,2.04,
2719,T061,41.801179,-87.679447,2009-06-12,CULEX RESTUANS,0,2,70.9375,52.3125,2.04,
2720,T061,41.801179,-87.679447,2009-06-19,CULEX PIPIENS/RESTUANS,0,1,76.0,57.875,8.02,
2721,T061,41.801179,-87.679447,2009-06-26,CULEX RESTUANS,0,1,89.3125,70.8125,5.83,
2722,T061,41.801179,-87.679447,2009-07-06,CULEX PIPIENS/RESTUANS,0,2,74.6875,60.5625,0.425,
2723,T061,41.801179,-87.679447,2009-07-06,CULEX RESTUANS,0,2,74.6875,60.5625,0.425,
2724,T061,41.801179,-87.679447,2009-07-10,CULEX PIPIENS/RESTUANS,0,3,77.5625,61.6875,0.835,
2725,T061,41.801179,-87.679447,2009-07-17,CULEX PIPIENS/RESTUANS,0,2,80.6875,62.3125,2.75,
2726,T061,41.801179,-87.679447,2009-07-24,CULEX PIPIENS/RESTUANS,0,3,76.6875,60.0,0.48,
2727,T061,41.801179,-87.679447,2009-07-31,CULEX RESTUANS,0,1,82.0,63.625,0.42,
2728,T061,41.801179,-87.679447,2009-08-25,CULEX PIPIENS/RESTUANS,0,2,77.625,60.0,1.36,
2729,T061,41.801179,-87.679447,2009-09-03,CULEX PIPIENS,0,1,69.75,54.3125,2.675,
2730,T061,41.801179,-87.679447,2009-09-03,CULEX RESTUANS,0,2,69.75,54.3125,2.675,
2731,T061,41.801179,-87.679447,2009-09-14,CULEX PIPIENS,0,1,79.25,61.375,0.01,
2732,T061,41.801179,-87.679447,2009-09-14,CULEX PIPIENS/RESTUANS,0,2,79.25,61.375,0.01,
2733,T061,41.801179,-87.679447,2009-09-17,CULEX PIPIENS/RESTUANS,0,12,78.375,59.8125,0.01,
2734,T061,41.801179,-87.679447,2009-09-25,CULEX PIPIENS/RESTUANS,0,1,73.625,58.75,1.42,
2735,T061,41.801179,-87.679447,2011-06-17,CULEX PIPIENS/RESTUANS,0,6,72.5625,55.625,2.8,
2736,T061,41.801179,-87.679447,2011-06-17,CULEX RESTUANS,0,2,72.5625,55.625,2.8,
2737,T061,41.801179,-87.679447,2011-06-24,CULEX PIPIENS/RESTUANS,0,1,78.6875,63.75,2.04,
2738,T061,41.801179,-87.679447,2011-07-11,CULEX PIPIENS/RESTUANS,0,14,88.0625,67.625,0.61,
2739,T061,41.801179,-87.679447,2011-07-11,CULEX RESTUANS,0,2,88.0625,67.625,0.61,
2740,T061,41.801179,-87.679447,2011-07-15,CULEX PIPIENS,0,3,85.8125,67.4375,0.555,
2741,T061,41.801179,-87.679447,2011-07-15,CULEX PIPIENS/RESTUANS,0,5,85.8125,67.4375,0.555,
2742,T061,41.801179,-87.679447,2011-07-15,CULEX RESTUANS,0,9,85.8125,67.4375,0.555,
2743,T061,41.801179,-87.679447,2011-07-25,CULEX PIPIENS/RESTUANS,0,5,92.6875,74.75,8.855,
2744,T061,41.801179,-87.679447,2011-07-25,CULEX RESTUANS,0,9,92.6875,74.75,8.855,
2745,T061,41.801179,-87.679447,2011-07-29,CULEX PIPIENS/RESTUANS,0,2,88.1875,71.625,11.29,
2746,T061,41.801179,-87.679447,2011-07-29,CULEX RESTUANS,0,3,88.1875,71.625,11.29,
2747,T061,41.801179,-87.679447,2011-08-12,CULEX PIPIENS/RESTUANS,0,1,82.0,65.875,3.05,
2748,T061,41.801179,-87.679447,2011-08-26,CULEX PIPIENS,0,2,82.25,64.4375,2.565,
2749,T061,41.801179,-87.679447,2011-08-26,CULEX PIPIENS/RESTUANS,0,1,82.25,64.4375,2.565,
2750,T061,41.801179,-87.679447,2011-09-12,CULEX PIPIENS/RESTUANS,0,8,74.3125,57.8125,0.21,12.8524035396
2751,T061,41.801179,-87.679447,2011-09-12,CULEX RESTUANS,0,2,74.3125,57.8125,0.21,12.8524035396
2752,T061,41.801179,-87.679447,2011-09-16,CULEX RESTUANS,0,5,71.1875,54.5,0.225,
2753,T061,41.801179,-87.679447,2011-09-23,CULEX PIPIENS,0,1,66.5625,52.0,1.46,
2754,T061,41.801179,-87.679447,2011-09-23,CULEX PIPIENS/RESTUANS,0,4,66.5625,52.0,1.46,
2755,T061,41.801179,-87.679447,2011-09-30,CULEX PIPIENS,0,1,62.5625,50.875,4.54,
2756,T061,41.801179,-87.679447,2011-09-30,CULEX PIPIENS/RESTUANS,0,6,62.5625,50.875,4.54,
2757,T061,41.801179,-87.679447,2013-06-07,CULEX RESTUANS,0,7,70.4375,53.3125,1.78,
2758,T061,41.801179,-87.679447,2013-06-14,CULEX PIPIENS/RESTUANS,0,2,77.3125,57.25,2.38,
2759,T061,41.801179,-87.679447,2013-06-14,CULEX RESTUANS,0,13,77.3125,57.25,2.38,
2760,T061,41.801179,-87.679447,2013-06-21,CULEX PIPIENS/RESTUANS,0,6,80.625,60.625,1.33,
2761,T061,41.801179,-87.679447,2013-06-27,CULEX PIPIENS/RESTUANS,0,21,85.4375,66.5,5.32,
2762,T061,41.801179,-87.679447,2013-06-27,CULEX RESTUANS,0,4,85.4375,66.5,5.32,
2763,T061,41.801179,-87.679447,2013-07-08,CULEX RESTUANS,0,12,80.375,63.75,1.44,
2764,T061,41.801179,-87.679447,2013-07-12,CULEX PIPIENS/RESTUANS,0,36,84.75,66.5625,1.355,
2765,T061,41.801179,-87.679447,2013-07-12,CULEX RESTUANS,0,36,84.75,66.5625,1.355,
2766,T061,41.801179,-87.679447,2013-07-19,CULEX RESTUANS,0,54,90.375,71.4375,0.71,12.8524035396
2767,T061,41.801179,-87.679447,2013-07-25,CULEX PIPIENS/RESTUANS,0,6,86.25,68.3125,0.71,12.8524035396
2768,T061,41.801179,-87.679447,2013-07-25,CULEX RESTUANS,0,10,86.25,68.3125,0.71,12.8524035396
2769,T061,41.801179,-87.679447,2013-08-01,CULEX PIPIENS/RESTUANS,0,13,74.5,59.0,1.135,12.8524035396
2770,T061,41.801179,-87.679447,2013-08-01,CULEX RESTUANS,0,21,74.5,59.0,1.135,12.8524035396
2771,T061,41.801179,-87.679447,2013-08-08,CULEX PIPIENS,0,2,81.125,64.125,1.195,12.8524035396
2772,T061,41.801179,-87.679447,2013-08-08,CULEX PIPIENS/RESTUANS,1,48,81.125,64.125,1.195,12.8524035396
2773,T061,41.801179,-87.679447,2013-08-08,CULEX RESTUANS,0,24,81.125,64.125,1.195,12.8524035396
2774,T061,41.801179,-87.679447,2013-08-15,CULEX PIPIENS,1,33,78.125,62.0,0.95,4.10542232806
2775,T061,41.801179,-87.679447,2013-08-15,CULEX PIPIENS/RESTUANS,0,12,78.125,62.0,0.95,4.10542232806
2776,T061,41.801179,-87.679447,2013-08-15,CULEX RESTUANS,0,14,78.125,62.0,0.95,4.10542232806
2777,T061,41.801179,-87.679447,2013-08-22,CULEX PIPIENS,0,4,82.4375,61.875,0.65,4.10542232806
2778,T061,41.801179,-87.679447,2013-08-22,CULEX PIPIENS/RESTUANS,0,3,82.4375,61.875,0.65,4.10542232806
2779,T061,41.801179,-87.679447,2013-08-22,CULEX RESTUANS,1,1,82.4375,61.875,0.65,4.10542232806
2780,T061,41.801179,-87.679447,2013-09-06,CULEX PIPIENS,0,17,82.0,63.0,2.025,12.8524035396
2781,T061,41.801179,-87.679447,2013-09-06,CULEX PIPIENS/RESTUANS,1,13,82.0,63.0,2.025,12.8524035396
2782,T061,41.801179,-87.679447,2013-09-12,CULEX PIPIENS,0,15,86.0,67.8125,0.09,12.8524035396
2783,T061,41.801179,-87.679447,2013-09-12,CULEX PIPIENS/RESTUANS,0,4,86.0,67.8125,0.09,12.8524035396
2784,T061,41.801179,-87.679447,2013-09-19,CULEX PIPIENS,0,13,72.9375,57.0,2.875,
2785,T061,41.801179,-87.679447,2013-09-26,CULEX PIPIENS,0,9,73.4375,54.125,0.87,
2786,T062,41.800737,-87.71188,2007-07-11,CULEX PIPIENS,0,2,87.5625,68.5625,1.87,
2787,T062,41.800737,-87.71188,2007-07-18,CULEX PIPIENS,0,7,81.0625,63.5,3.15,
2788,T062,41.800737,-87.71188,2007-07-18,CULEX PIPIENS/RESTUANS,0,7,81.0625,63.5,3.15,
2789,T062,41.800737,-87.71188,2007-07-18,CULEX RESTUANS,0,4,81.0625,63.5,3.15,
2790,T062,41.800737,-87.71188,2007-07-19,CULEX SALINARIUS,0,1,81.75,63.5625,3.32,
2791,T062,41.800737,-87.71188,2007-08-01,CULEX PIPIENS,0,9,85.5625,67.4375,1.295,
2792,T062,41.800737,-87.71188,2007-08-01,CULEX PIPIENS/RESTUANS,0,5,85.5625,67.4375,1.295,
2793,T062,41.800737,-87.71188,2007-08-01,CULEX RESTUANS,0,1,85.5625,67.4375,1.295,
2794,T062,41.800737,-87.71188,2007-08-15,CULEX PIPIENS,0,8,84.8125,69.5,3.1,
2795,T062,41.800737,-87.71188,2007-08-21,CULEX PIPIENS,0,35,77.625,65.4375,6.495,
2796,T062,41.800737,-87.71188,2007-08-21,CULEX PIPIENS/RESTUANS,0,16,77.625,65.4375,6.495,
2797,T062,41.800737,-87.71188,2007-08-21,CULEX RESTUANS,0,2,77.625,65.4375,6.495,
2798,T062,41.800737,-87.71188,2007-08-24,CULEX PIPIENS,0,2,79.75,66.125,10.575,
2799,T062,41.800737,-87.71188,2007-09-04,CULEX PIPIENS,0,16,83.6875,62.75,0.01,
2800,T062,41.800737,-87.71188,2007-09-04,CULEX PIPIENS/RESTUANS,0,19,83.6875,62.75,0.01,
2801,T062,41.800737,-87.71188,2007-09-12,CULEX PIPIENS,0,15,78.25,61.625,1.745,
2802,T062,41.800737,-87.71188,2007-09-12,CULEX PIPIENS/RESTUANS,0,5,78.25,61.625,1.745,
2803,T062,41.800737,-87.71188,2007-09-18,CULEX PIPIENS,0,20,73.0,49.875,0.01,
2804,T062,41.800737,-87.71188,2007-09-18,CULEX PIPIENS/RESTUANS,0,14,73.0,49.875,0.01,
2805,T062,41.800737,-87.71188,2007-09-24,CULEX PIPIENS,0,17,83.1875,61.0625,0.0,
2806,T062,41.800737,-87.71188,2007-10-04,CULEX PIPIENS,1,12,77.0,55.0625,0.955,
2807,T062,41.800737,-87.71188,2007-10-04,CULEX PIPIENS/RESTUANS,0,5,77.0,55.0625,0.955,
2808,T062,41.800737,-87.71188,2007-10-04,CULEX SALINARIUS,0,1,77.0,55.0625,0.955,
2809,T062,41.800737,-87.71188,2007-10-04,CULEX TERRITANS,0,1,77.0,55.0625,0.955,
2810,T062,41.800737,-87.71188,2009-05-28,CULEX PIPIENS/RESTUANS,0,1,72.6875,55.375,3.26,
2811,T062,41.800737,-87.71188,2009-06-02,CULEX PIPIENS/RESTUANS,0,3,72.3125,52.125,4.6,
2812,T062,41.800737,-87.71188,2009-06-02,CULEX RESTUANS,0,5,72.3125,52.125,4.6,
2813,T062,41.800737,-87.71188,2009-06-05,CULEX PIPIENS/RESTUANS,0,1,71.875,48.3125,1.465,
2814,T062,41.800737,-87.71188,2009-06-12,CULEX PIPIENS/RESTUANS,0,1,70.9375,52.3125,2.04,
2815,T062,41.800737,-87.71188,2009-06-12,CULEX RESTUANS,0,3,70.9375,52.3125,2.04,
2816,T062,41.800737,-87.71188,2009-06-19,CULEX PIPIENS/RESTUANS,0,4,76.0,57.875,8.02,
2817,T062,41.800737,-87.71188,2009-07-06,CULEX PIPIENS/RESTUANS,0,1,74.6875,60.5625,0.425,
2818,T062,41.800737,-87.71188,2009-07-17,CULEX PIPIENS/RESTUANS,0,5,80.6875,62.3125,2.75,
2819,T062,41.800737,-87.71188,2009-07-17,CULEX RESTUANS,0,4,80.6875,62.3125,2.75,
2820,T062,41.800737,-87.71188,2009-07-31,CULEX PIPIENS/RESTUANS,0,6,82.0,63.625,0.42,
2821,T062,41.800737,-87.71188,2009-08-07,CULEX PIPIENS/RESTUANS,0,1,80.0,63.125,0.705,
2822,T062,41.800737,-87.71188,2009-08-27,CULEX PIPIENS/RESTUANS,0,1,74.375,59.6875,4.01,
2823,T062,41.800737,-87.71188,2009-09-03,CULEX PIPIENS/RESTUANS,0,1,69.75,54.3125,2.675,
2824,T062,41.800737,-87.71188,2009-09-17,CULEX PIPIENS/RESTUANS,0,1,78.375,59.8125,0.01,
2825,T062,41.800737,-87.71188,2009-09-25,CULEX PIPIENS/RESTUANS,0,1,73.625,58.75,1.42,
2826,T062,41.800737,-87.71188,2011-06-24,CULEX RESTUANS,0,1,78.6875,63.75,2.04,
2827,T062,41.800737,-87.71188,2011-07-15,CULEX PIPIENS/RESTUANS,0,6,85.8125,67.4375,0.555,
2828,T062,41.800737,-87.71188,2011-07-25,CULEX PIPIENS/RESTUANS,0,2,92.6875,74.75,8.855,
2829,T062,41.800737,-87.71188,2011-07-25,CULEX RESTUANS,0,1,92.6875,74.75,8.855,
2830,T062,41.800737,-87.71188,2011-07-29,CULEX PIPIENS/RESTUANS,0,1,88.1875,71.625,11.29,
2831,T062,41.800737,-87.71188,2011-08-05,CULEX PIPIENS/RESTUANS,0,1,88.0625,71.3125,1.78,
2832,T062,41.800737,-87.71188,2011-08-05,CULEX RESTUANS,0,1,88.0625,71.3125,1.78,
2833,T062,41.800737,-87.71188,2011-08-12,CULEX PIPIENS/RESTUANS,0,2,82.0,65.875,3.05,
2834,T062,41.800737,-87.71188,2011-08-19,CULEX PIPIENS,0,1,82.375,63.3125,1.695,
2835,T062,41.800737,-87.71188,2011-08-19,CULEX PIPIENS/RESTUANS,0,1,82.375,63.3125,1.695,
2836,T062,41.800737,-87.71188,2011-08-26,CULEX PIPIENS/RESTUANS,0,2,82.25,64.4375,2.565,
2837,T062,41.800737,-87.71188,2011-09-01,CULEX PIPIENS/RESTUANS,0,2,82.5625,63.875,0.115,45.0634032545
2838,T062,41.800737,-87.71188,2011-09-12,CULEX PIPIENS/RESTUANS,0,1,74.3125,57.8125,0.21,12.2408744717
2839,T062,41.800737,-87.71188,2011-09-16,CULEX PIPIENS/RESTUANS,0,13,71.1875,54.5,0.225,
2840,T062,41.800737,-87.71188,2011-09-23,CULEX PIPIENS/RESTUANS,0,6,66.5625,52.0,1.46,
2841,T062,41.800737,-87.71188,2013-06-07,CULEX PIPIENS/RESTUANS,0,2,70.4375,53.3125,1.78,
2842,T062,41.800737,-87.71188,2013-06-07,CULEX RESTUANS,0,2,70.4375,53.3125,1.78,
2843,T062,41.800737,-87.71188,2013-06-14,CULEX PIPIENS/RESTUANS,0,12,77.3125,57.25,2.38,
2844,T062,41.800737,-87.71188,2013-06-14,CULEX RESTUANS,0,36,77.3125,57.25,2.38,
2845,T062,41.800737,-87.71188,2013-06-21,CULEX PIPIENS/RESTUANS,0,7,80.625,60.625,1.33,
2846,T062,41.800737,-87.71188,2013-06-21,CULEX RESTUANS,0,8,80.625,60.625,1.33,
2847,T062,41.800737,-87.71188,2013-06-27,CULEX PIPIENS/RESTUANS,0,7,85.4375,66.5,5.32,
2848,T062,41.800737,-87.71188,2013-06-27,CULEX RESTUANS,0,29,85.4375,66.5,5.32,
2849,T062,41.800737,-87.71188,2013-07-08,CULEX RESTUANS,0,16,80.375,63.75,1.44,
2850,T062,41.800737,-87.71188,2013-07-12,CULEX PIPIENS/RESTUANS,0,23,84.75,66.5625,1.355,
2851,T062,41.800737,-87.71188,2013-07-12,CULEX RESTUANS,0,83,84.75,66.5625,1.355,
2852,T062,41.800737,-87.71188,2013-07-19,CULEX PIPIENS/RESTUANS,0,17,90.375,71.4375,0.71,12.2408744717
2853,T062,41.800737,-87.71188,2013-07-25,CULEX RESTUANS,0,7,86.25,68.3125,0.71,12.2408744717
2854,T062,41.800737,-87.71188,2013-08-01,CULEX PIPIENS/RESTUANS,0,3,74.5,59.0,1.135,12.2408744717
2855,T062,41.800737,-87.71188,2013-08-08,CULEX PIPIENS/RESTUANS,0,21,81.125,64.125,1.195,12.2408744717
2856,T062,41.800737,-87.71188,2013-08-08,CULEX RESTUANS,0,13,81.125,64.125,1.195,12.2408744717
2857,T062,41.800737,-87.71188,2013-08-15,CULEX PIPIENS,0,3,78.125,62.0,0.95,4.72749728698
2858,T062,41.800737,-87.71188,2013-08-15,CULEX RESTUANS,0,3,78.125,62.0,0.95,4.72749728698
2859,T062,41.800737,-87.71188,2013-08-22,CULEX RESTUANS,0,4,82.4375,61.875,0.65,4.72749728698
2860,T062,41.800737,-87.71188,2013-08-29,CULEX PIPIENS/RESTUANS,0,4,86.6875,68.0625,0.59,4.72749728698
2861,T062,41.800737,-87.71188,2013-09-06,CULEX PIPIENS,0,1,82.0,63.0,2.025,12.2408744717
2862,T062,41.800737,-87.71188,2013-09-06,CULEX PIPIENS/RESTUANS,0,4,82.0,63.0,2.025,12.2408744717
2863,T062,41.800737,-87.71188,2013-09-19,CULEX PIPIENS,0,7,72.9375,57.0,2.875,
2864,T062,41.800737,-87.71188,2013-09-26,CULEX PIPIENS,0,7,73.4375,54.125,0.87,
2865,T063,41.82561,-87.726549,2007-07-18,CULEX PIPIENS,0,2,81.0625,63.5,3.15,
2866,T063,41.82561,-87.726549,2007-07-18,CULEX PIPIENS/RESTUANS,0,1,81.0625,63.5,3.15,
2867,T063,41.82561,-87.726549,2007-07-19,CULEX PIPIENS/RESTUANS,0,11,81.75,63.5625,3.32,
2868,T063,41.82561,-87.726549,2007-07-27,CULEX PIPIENS/RESTUANS,0,2,80.625,63.6875,1.3,
2869,T063,41.82561,-87.726549,2007-08-07,CULEX PIPIENS/RESTUANS,0,4,88.5625,70.0625,4.13,
2870,T063,41.82561,-87.726549,2007-08-15,CULEX PIPIENS,0,13,84.8125,69.5,3.1,
2871,T063,41.82561,-87.726549,2007-08-15,CULEX PIPIENS/RESTUANS,0,18,84.8125,69.5,3.1,
2872,T063,41.82561,-87.726549,2007-08-21,CULEX PIPIENS,0,11,77.625,65.4375,6.495,
2873,T063,41.82561,-87.726549,2007-08-21,CULEX PIPIENS/RESTUANS,0,18,77.625,65.4375,6.495,
2874,T063,41.82561,-87.726549,2007-08-24,CULEX PIPIENS,0,6,79.75,66.125,10.575,
2875,T063,41.82561,-87.726549,2007-08-24,CULEX PIPIENS/RESTUANS,0,1,79.75,66.125,10.575,
2876,T063,41.82561,-87.726549,2007-09-04,CULEX PIPIENS,0,1,83.6875,62.75,0.01,
2877,T063,41.82561,-87.726549,2007-09-04,CULEX PIPIENS/RESTUANS,1,2,83.6875,62.75,0.01,
2878,T063,41.82561,-87.726549,2007-09-12,CULEX PIPIENS,0,6,78.25,61.625,1.745,
2879,T063,41.82561,-87.726549,2007-09-18,CULEX PIPIENS,0,3,73.0,49.875,0.01,
2880,T063,41.82561,-87.726549,2007-09-19,CULEX PIPIENS/RESTUANS,0,4,74.625,51.875,0.0,
2881,T063,41.82561,-87.726549,2007-09-24,CULEX PIPIENS,0,1,83.1875,61.0625,0.0,
2882,T063,41.82561,-87.726549,2007-09-24,CULEX PIPIENS/RESTUANS,0,4,83.1875,61.0625,0.0,
2883,T063,41.82561,-87.726549,2007-10-04,CULEX PIPIENS,0,2,77.0,55.0625,0.955,
2884,T063,41.82561,-87.726549,2007-10-04,CULEX PIPIENS/RESTUANS,0,10,77.0,55.0625,0.955,
2885,T063,41.82561,-87.726549,2009-05-28,CULEX PIPIENS/RESTUANS,0,1,72.6875,55.375,3.26,
2886,T063,41.82561,-87.726549,2009-06-02,CULEX PIPIENS,0,1,72.3125,52.125,4.6,
2887,T063,41.82561,-87.726549,2009-06-02,CULEX PIPIENS/RESTUANS,0,13,72.3125,52.125,4.6,
2888,T063,41.82561,-87.726549,2009-06-02,CULEX RESTUANS,0,8,72.3125,52.125,4.6,
2889,T063,41.82561,-87.726549,2009-06-05,CULEX PIPIENS,0,1,71.875,48.3125,1.465,
2890,T063,41.82561,-87.726549,2009-06-05,CULEX RESTUANS,0,1,71.875,48.3125,1.465,
2891,T063,41.82561,-87.726549,2009-06-12,CULEX PIPIENS,0,4,70.9375,52.3125,2.04,
2892,T063,41.82561,-87.726549,2009-06-12,CULEX PIPIENS/RESTUANS,0,12,70.9375,52.3125,2.04,
2893,T063,41.82561,-87.726549,2009-06-12,CULEX RESTUANS,0,16,70.9375,52.3125,2.04,
2894,T063,41.82561,-87.726549,2009-06-19,CULEX PIPIENS,0,1,76.0,57.875,8.02,
2895,T063,41.82561,-87.726549,2009-06-19,CULEX RESTUANS,0,3,76.0,57.875,8.02,
2896,T063,41.82561,-87.726549,2009-06-26,CULEX PIPIENS/RESTUANS,0,3,89.3125,70.8125,5.83,
2897,T063,41.82561,-87.726549,2009-07-06,CULEX PIPIENS/RESTUANS,0,12,74.6875,60.5625,0.425,
2898,T063,41.82561,-87.726549,2009-07-10,CULEX PIPIENS/RESTUANS,0,10,77.5625,61.6875,0.835,
2899,T063,41.82561,-87.726549,2009-07-10,CULEX RESTUANS,0,1,77.5625,61.6875,0.835,
2900,T063,41.82561,-87.726549,2009-07-17,CULEX PIPIENS,0,1,80.6875,62.3125,2.75,
2901,T063,41.82561,-87.726549,2009-07-17,CULEX RESTUANS,0,2,80.6875,62.3125,2.75,
2902,T063,41.82561,-87.726549,2009-07-17,CULEX SALINARIUS,0,1,80.6875,62.3125,2.75,
2903,T063,41.82561,-87.726549,2009-07-31,CULEX PIPIENS/RESTUANS,0,6,82.0,63.625,0.42,
2904,T063,41.82561,-87.726549,2009-07-31,CULEX RESTUANS,0,2,82.0,63.625,0.42,
2905,T063,41.82561,-87.726549,2009-08-07,CULEX PIPIENS/RESTUANS,0,3,80.0,63.125,0.705,
2906,T063,41.82561,-87.726549,2009-08-13,CULEX PIPIENS,0,1,83.9375,66.125,0.86,
2907,T063,41.82561,-87.726549,2009-08-13,CULEX PIPIENS/RESTUANS,0,3,83.9375,66.125,0.86,
