,Trap,Latitude,Longitude,Date,WnvPresent,NumMosquitos,Species_CULEX ERRATICUS,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,year,month,day,Tmax,Tmin,rain,Tmax_3,Tmax_20,Dew,Tmin_3,Tmin_20,Tavg,WetBulb,CodeSum,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
933,T015,41.974089,-87.824812,2007-08-07,0,12,0,0,1,0,0,0,0,2007,8,7,89.0,69.125,3.03,87.0,84.7619047619,63.2727272727,69.25,65.8095238095,79.5,70.125,137638.875,29.22125,29.9325,4.2375,13.25,6.275
934,T015,41.974089,-87.824812,2007-08-07,0,1,0,0,0,1,0,0,0,2007,8,7,89.0,69.125,3.03,87.0,84.7619047619,63.2727272727,69.25,65.8095238095,79.5,70.125,137638.875,29.22125,29.9325,4.2375,13.25,6.275
935,T015,41.974089,-87.824812,2007-08-15,1,11,0,1,0,0,0,0,0,2007,8,15,84.875,68.75,1.04,83.25,86.2380952381,68.0909090909,67.0,68.0952380952,77.0,70.375,1388888.875,29.245,29.955,3.8,12.125,6.1
936,T015,41.974089,-87.824812,2007-08-15,0,25,0,0,1,0,0,0,0,2007,8,15,84.875,68.75,1.04,83.25,86.2380952381,68.0909090909,67.0,68.0952380952,77.0,70.375,1388888.875,29.245,29.955,3.8,12.125,6.1
937,T015,41.974089,-87.824812,2007-08-15,0,2,0,0,0,1,0,0,0,2007,8,15,84.875,68.75,1.04,83.25,86.2380952381,68.0909090909,67.0,68.0952380952,77.0,70.375,1388888.875,29.245,29.955,3.8,12.125,6.1
938,T015,41.974089,-87.824812,2007-08-21,0,16,0,1,0,0,0,0,0,2007,8,21,77.625,64.875,2.975,75.25,83.6666666667,63.1818181818,64.5,67.5238095238,71.5,66.375,1387638.875,29.26625,29.9775,4.4375,14.625,6.6875
939,T015,41.974089,-87.824812,2007-08-21,1,5,0,0,1,0,0,0,0,2007,8,21,77.625,64.875,2.975,75.25,83.6666666667,63.1818181818,64.5,67.5238095238,71.5,66.375,1387638.875,29.26625,29.9775,4.4375,14.625,6.6875
940,T015,41.974089,-87.824812,2007-08-24,0,2,0,1,0,0,0,0,0,2007,8,24,79.625,65.625,5.295,86.0,82.9047619048,64.8181818182,69.0,67.4761904762,72.875,67.125,138888.875,29.2425,29.9575,5.4125,18.875,7.7875
941,T015,41.974089,-87.824812,2007-09-04,0,2,0,1,0,0,0,0,0,2007,9,4,83.875,62.0,0.005,85.75,81.0476190476,58.9090909091,61.75,63.8571428571,73.0,64.375,0.0,29.3875,30.1075,5.1,13.75,6.6125
942,T015,41.974089,-87.824812,2007-09-12,0,3,0,0,1,0,0,0,0,2007,9,12,78.25,60.75,0.74,73.0,81.0,57.8181818182,53.25,62.0952380952,69.75,62.0,1387512.5,29.27,29.98375,8.075,13.0,9.7125
943,T015,41.974089,-87.824812,2007-09-18,0,3,0,1,0,0,0,0,0,2007,9,18,72.75,48.625,0.005,75.0,78.5714285714,47.6363636364,49.5,57.5238095238,61.0,52.125,0.0,29.3675,30.09125,8.3375,21.25,9.9375
944,T015,41.974089,-87.824812,2007-09-24,0,5,0,1,0,0,0,0,0,2007,9,24,83.25,59.125,0.0,84.0,78.9047619048,50.1818181818,58.25,57.1428571429,71.375,61.875,125.0,29.35375,30.0725,7.975,15.625,9.7375
945,T015,41.974089,-87.824812,2007-10-04,0,9,0,1,0,0,0,0,0,2007,10,4,76.75,54.125,0.525,75.75,77.7142857143,53.6363636364,55.5,54.7619047619,65.625,57.875,1251387.625,29.33375,30.05125,7.225,18.5,8.6125
946,T015,41.974089,-87.824812,2007-10-04,0,1,0,0,1,0,0,0,0,2007,10,4,76.75,54.125,0.525,75.75,77.7142857143,53.6363636364,55.5,54.7619047619,65.625,57.875,1251387.625,29.33375,30.05125,7.225,18.5,8.6125
947,T016,42.011601,-87.811506,2007-06-05,0,1,0,0,0,1,0,0,0,2007,6,5,79.0,60.625,1.06,73.5,76.8095238095,56.1818181818,58.0,54.619047619,70.125,62.75,1388888.875,29.1175,29.8375,6.7875,19.5,8.1
948,T016,42.011601,-87.811506,2007-06-26,0,2,0,0,1,0,0,0,0,2007,6,26,80.25,63.5,0.805,81.25,83.5238095238,59.2727272727,65.0,61.8571428571,72.125,63.75,1263888.875,29.325,30.0375,6.8,15.125,8.8125
949,T016,42.011601,-87.811506,2007-06-26,0,2,0,0,0,1,0,0,0,2007,6,26,80.25,63.5,0.805,81.25,83.5238095238,59.2727272727,65.0,61.8571428571,72.125,63.75,1263888.875,29.325,30.0375,6.8,15.125,8.8125
950,T016,42.011601,-87.811506,2007-06-29,0,2,0,0,1,0,0,0,0,2007,6,29,79.5,63.25,0.365,81.75,83.1428571429,58.4545454545,63.75,62.4761904762,71.5,64.625,1388887.5,29.3375,30.05125,7.425,11.5,8.65
951,T016,42.011601,-87.811506,2007-07-02,0,1,0,0,0,1,0,0,0,2007,7,2,81.125,60.125,0.31,75.75,82.5238095238,57.5454545455,54.25,62.2857142857,70.75,63.125,1387500.0,29.41125,30.125,7.05,10.75,8.25
952,T016,42.011601,-87.811506,2007-07-11,0,3,0,1,0,0,0,0,0,2007,7,11,88.125,68.0,0.89,88.5,82.5714285714,59.5454545455,69.0,63.4285714286,78.25,67.5,1375013.75,29.17125,29.88125,7.225,23.25,9.2125
953,T016,42.011601,-87.811506,2007-07-11,0,51,0,0,1,0,0,0,0,2007,7,11,88.125,68.0,0.89,88.5,82.5714285714,59.5454545455,69.0,63.4285714286,78.25,67.5,1375013.75,29.17125,29.88125,7.225,23.25,9.2125
954,T016,42.011601,-87.811506,2007-07-11,0,12,0,0,0,1,0,0,0,2007,7,11,88.125,68.0,0.89,88.5,82.5714285714,59.5454545455,69.0,63.4285714286,78.25,67.5,1375013.75,29.17125,29.88125,7.225,23.25,9.2125
955,T016,42.011601,-87.811506,2007-07-18,0,34,0,0,1,0,0,0,0,2007,7,18,81.375,63.0,2.05,83.0,82.8095238095,59.6363636364,65.5,62.9047619048,72.5,63.0,13.875,29.19,29.9025,6.0875,23.25,8.4
956,T016,42.011601,-87.811506,2007-07-18,0,7,0,0,0,1,0,0,0,2007,7,18,81.375,63.0,2.05,83.0,82.8095238095,59.6363636364,65.5,62.9047619048,72.5,63.0,13.875,29.19,29.9025,6.0875,23.25,8.4
957,T016,42.011601,-87.811506,2007-07-27,0,4,0,0,1,0,0,0,0,2007,7,27,80.75,63.25,0.365,83.25,83.1904761905,60.3636363636,68.0,64.3333333333,72.375,63.75,1.375,29.34,30.05625,4.8875,12.625,6.6125
958,T016,42.011601,-87.811506,2007-08-01,0,72,0,1,0,0,0,0,0,2007,8,1,86.0,66.875,0.365,89.25,82.8571428571,60.1818181818,65.5,63.7619047619,76.75,67.25,138750.125,29.25625,29.96625,5.175,9.625,6.6375
959,T016,42.011601,-87.811506,2007-08-01,0,42,0,0,1,0,0,0,0,2007,8,1,86.0,66.875,0.365,89.25,82.8571428571,60.1818181818,65.5,63.7619047619,76.75,67.25,138750.125,29.25625,29.96625,5.175,9.625,6.6375
960,T016,42.011601,-87.811506,2007-08-01,0,1,0,0,0,1,0,0,0,2007,8,1,86.0,66.875,0.365,89.25,82.8571428571,60.1818181818,65.5,63.7619047619,76.75,67.25,138750.125,29.25625,29.96625,5.175,9.625,6.6375
961,T016,42.011601,-87.811506,2007-08-07,1,37,0,1,0,0,0,0,0,2007,8,7,89.0,69.125,3.03,87.0,84.7619047619,63.2727272727,69.25,65.8095238095,79.5,70.125,137638.875,29.22125,29.9325,4.2375,13.25,6.275
962,T016,42.011601,-87.811506,2007-08-07,0,32,0,0,1,0,0,0,0,2007,8,7,89.0,69.125,3.03,87.0,84.7619047619,63.2727272727,69.25,65.8095238095,79.5,70.125,137638.875,29.22125,29.9325,4.2375,13.25,6.275
963,T016,42.011601,-87.811506,2007-08-15,1,118,0,1,0,0,0,0,0,2007,8,15,84.875,68.75,1.04,83.25,86.2380952381,68.0909090909,67.0,68.0952380952,77.0,70.375,1388888.875,29.245,29.955,3.8,12.125,6.1
964,T016,42.011601,-87.811506,2007-08-15,0,49,0,0,1,0,0,0,0,2007,8,15,84.875,68.75,1.04,83.25,86.2380952381,68.0909090909,67.0,68.0952380952,77.0,70.375,1388888.875,29.245,29.955,3.8,12.125,6.1
965,T016,42.011601,-87.811506,2007-08-15,1,49,0,0,1,0,0,0,0,2007,8,15,84.875,68.75,1.04,83.25,86.2380952381,68.0909090909,67.0,68.0952380952,77.0,70.375,1388888.875,29.245,29.955,3.8,12.125,6.1
966,T016,42.011601,-87.811506,2007-08-21,0,2,0,1,0,0,0,0,0,2007,8,21,77.625,64.875,2.975,75.25,83.6666666667,63.1818181818,64.5,67.5238095238,71.5,66.375,1387638.875,29.26625,29.9775,4.4375,14.625,6.6875
967,T016,42.011601,-87.811506,2007-08-21,1,4,0,0,1,0,0,0,0,2007,8,21,77.625,64.875,2.975,75.25,83.6666666667,63.1818181818,64.5,67.5238095238,71.5,66.375,1387638.875,29.26625,29.9775,4.4375,14.625,6.6875
968,T016,42.011601,-87.811506,2007-08-24,0,9,0,1,0,0,0,0,0,2007,8,24,79.625,65.625,5.295,86.0,82.9047619048,64.8181818182,69.0,67.4761904762,72.875,67.125,138888.875,29.2425,29.9575,5.4125,18.875,7.7875
969,T016,42.011601,-87.811506,2007-08-24,1,9,0,0,1,0,0,0,0,2007,8,24,79.625,65.625,5.295,86.0,82.9047619048,64.8181818182,69.0,67.4761904762,72.875,67.125,138888.875,29.2425,29.9575,5.4125,18.875,7.7875
970,T016,42.011601,-87.811506,2007-09-04,0,1,0,1,0,0,0,0,0,2007,9,4,83.875,62.0,0.005,85.75,81.0476190476,58.9090909091,61.75,63.8571428571,73.0,64.375,0.0,29.3875,30.1075,5.1,13.75,6.6125
971,T016,42.011601,-87.811506,2007-09-18,0,9,0,1,0,0,0,0,0,2007,9,18,72.75,48.625,0.005,75.0,78.5714285714,47.6363636364,49.5,57.5238095238,61.0,52.125,0.0,29.3675,30.09125,8.3375,21.25,9.9375
972,T016,42.011601,-87.811506,2007-09-18,0,5,0,0,1,0,0,0,0,2007,9,18,72.75,48.625,0.005,75.0,78.5714285714,47.6363636364,49.5,57.5238095238,61.0,52.125,0.0,29.3675,30.09125,8.3375,21.25,9.9375
973,T016,42.011601,-87.811506,2007-09-24,0,20,0,1,0,0,0,0,0,2007,9,24,83.25,59.125,0.0,84.0,78.9047619048,50.1818181818,58.25,57.1428571429,71.375,61.875,125.0,29.35375,30.0725,7.975,15.625,9.7375
974,T016,42.011601,-87.811506,2007-09-24,0,5,0,0,1,0,0,0,0,2007,9,24,83.25,59.125,0.0,84.0,78.9047619048,50.1818181818,58.25,57.1428571429,71.375,61.875,125.0,29.35375,30.0725,7.975,15.625,9.7375
975,T016,42.011601,-87.811506,2007-10-04,0,26,0,1,0,0,0,0,0,2007,10,4,76.75,54.125,0.525,75.75,77.7142857143,53.6363636364,55.5,54.7619047619,65.625,57.875,1251387.625,29.33375,30.05125,7.225,18.5,8.6125
976,T016,42.011601,-87.811506,2007-10-04,0,23,0,0,1,0,0,0,0,2007,10,4,76.75,54.125,0.525,75.75,77.7142857143,53.6363636364,55.5,54.7619047619,65.625,57.875,1251387.625,29.33375,30.05125,7.225,18.5,8.6125
977,T016,42.011601,-87.811506,2007-10-04,0,1,0,0,0,0,0,0,1,2007,10,4,76.75,54.125,0.525,75.75,77.7142857143,53.6363636364,55.5,54.7619047619,65.625,57.875,1251387.625,29.33375,30.05125,7.225,18.5,8.6125
978,T016,42.011601,-87.811506,2009-06-02,0,8,0,0,0,1,0,0,0,2009,6,2,71.625,50.75,2.32,72.5,71.3333333333,48.5454545455,48.5,51.0952380952,61.375,54.375,1375126.375,29.13875,29.85875,4.35,20.625,7.5625
979,T016,42.011601,-87.811506,2009-06-12,0,5,0,0,1,0,0,0,0,2009,6,12,70.875,51.25,0.54,68.0,70.8095238095,47.8181818182,52.75,50.4761904762,61.375,55.25,13888.875,29.16375,29.88625,5.9,10.5,7.7
980,T016,42.011601,-87.811506,2009-06-12,0,63,0,0,0,1,0,0,0,2009,6,12,70.875,51.25,0.54,68.0,70.8095238095,47.8181818182,52.75,50.4761904762,61.375,55.25,13888.875,29.16375,29.88625,5.9,10.5,7.7
981,T016,42.011601,-87.811506,2009-06-19,0,8,0,0,1,0,0,0,0,2009,6,19,76.0,56.625,5.655,77.0,72.380952381,54.0,61.5,52.0476190476,66.5,60.375,1375138.875,29.18125,26.18,6.05,13.125,7.6375
982,T016,42.011601,-87.811506,2009-06-19,0,2,0,0,0,1,0,0,0,2009,6,19,76.0,56.625,5.655,77.0,72.380952381,54.0,61.5,52.0476190476,66.5,60.375,1375138.875,29.18125,26.18,6.05,13.125,7.6375
983,T016,42.011601,-87.811506,2009-06-26,0,11,0,0,1,0,0,0,0,2009,6,26,89.25,70.125,4.115,92.0,78.5714285714,64.0909090909,72.5,60.2857142857,80.125,62.125,1251262.5,25.4575,29.8075,4.35,17.125,6.5125
984,T016,42.011601,-87.811506,2009-06-26,0,16,0,0,0,1,0,0,0,2009,6,26,89.25,70.125,4.115,92.0,78.5714285714,64.0909090909,72.5,60.2857142857,80.125,62.125,1251262.5,25.4575,29.8075,4.35,17.125,6.5125
985,T016,42.011601,-87.811506,2009-07-06,0,6,0,0,1,0,0,0,0,2009,7,6,74.5,59.625,0.255,78.75,81.1428571429,55.7272727273,59.75,64.1428571429,67.125,60.25,12513.75,29.14125,29.85,6.1125,29.375,7.3875
986,T016,42.011601,-87.811506,2009-07-06,0,16,0,0,0,1,0,0,0,2009,7,6,74.5,59.625,0.255,78.75,81.1428571429,55.7272727273,59.75,64.1428571429,67.125,60.25,12513.75,29.14125,29.85,6.1125,29.375,7.3875
987,T016,42.011601,-87.811506,2009-07-10,0,24,0,0,1,0,0,0,0,2009,7,10,77.25,60.125,0.395,75.75,80.9047619048,56.0,60.5,63.9523809524,68.75,62.125,137637.625,29.26375,29.98,4.2625,19.625,5.7
988,T016,42.011601,-87.811506,2009-07-10,0,5,0,0,0,1,0,0,0,2009,7,10,77.25,60.125,0.395,75.75,80.9047619048,56.0,60.5,63.9523809524,68.75,62.125,137637.625,29.26375,29.98,4.2625,19.625,5.7
989,T016,42.011601,-87.811506,2009-07-17,0,14,0,0,1,0,0,0,0,2009,7,17,80.375,60.75,1.015,78.75,77.7142857143,55.1818181818,60.25,60.4761904762,70.75,61.625,1375012.5,29.27875,29.99625,6.7625,23.25,8.1125
990,T016,42.011601,-87.811506,2009-07-17,0,1,0,0,0,1,0,0,0,2009,7,17,80.375,60.75,1.015,78.75,77.7142857143,55.1818181818,60.25,60.4761904762,70.75,61.625,1375012.5,29.27875,29.99625,6.7625,23.25,8.1125
991,T016,42.011601,-87.811506,2009-07-24,0,1,0,1,0,0,0,0,0,2009,7,24,76.5,58.75,0.185,80.75,78.1904761905,55.8181818182,61.0,59.7142857143,67.875,60.5,138.875,29.25125,29.975,5.4,22.125,6.7625
992,T016,42.011601,-87.811506,2009-07-24,0,5,0,0,1,0,0,0,0,2009,7,24,76.5,58.75,0.185,80.75,78.1904761905,55.8181818182,61.0,59.7142857143,67.875,60.5,138.875,29.25125,29.975,5.4,22.125,6.7625
993,T016,42.011601,-87.811506,2009-07-24,0,1,0,0,0,1,0,0,0,2009,7,24,76.5,58.75,0.185,80.75,78.1904761905,55.8181818182,61.0,59.7142857143,67.875,60.5,138.875,29.25125,29.975,5.4,22.125,6.7625
994,T016,42.011601,-87.811506,2009-07-31,0,1,0,1,0,0,0,0,0,2009,7,31,81.875,62.375,0.18,81.25,79.7619047619,57.6363636364,61.25,60.6666666667,72.375,63.25,1263875.0,29.11875,29.83125,7.25,26.875,8.4375
995,T016,42.011601,-87.811506,2009-07-31,0,1,0,0,0,1,0,0,0,2009,7,31,81.875,62.375,0.18,81.25,79.7619047619,57.6363636364,61.25,60.6666666667,72.375,63.25,1263875.0,29.11875,29.83125,7.25,26.875,8.4375
996,T016,42.011601,-87.811506,2009-08-07,0,9,0,0,1,0,0,0,0,2009,8,7,79.75,61.875,0.405,80.0,79.5714285714,56.0909090909,63.0,61.3333333333,71.0,62.375,125125.125,29.24625,29.9625,6.3625,15.375,7.9875
997,T016,42.011601,-87.811506,2009-08-25,0,1,0,0,1,0,0,0,0,2009,8,25,77.625,59.125,0.58,76.0,81.9047619048,59.6363636364,56.5,63.0952380952,68.5,62.0,138750.0,29.22375,29.9375,7.05,17.25,8.7625
998,T016,42.011601,-87.811506,2009-08-27,0,1,0,0,1,0,0,0,0,2009,8,27,74.375,59.0,2.11,75.5,80.9047619048,59.0909090909,59.0,63.1904761905,66.875,61.375,1375001.375,29.26875,29.98,7.1875,13.0,8.85
999,T016,42.011601,-87.811506,2009-09-17,0,1,0,1,0,0,0,0,0,2009,9,17,78.625,59.0,0.0,77.25,75.380952381,57.9090909091,57.75,56.8571428571,69.0,61.25,1388750.0,29.42,30.14375,4.625,8.5,5.7125
1000,T016,42.011601,-87.811506,2009-09-17,0,9,0,0,1,0,0,0,0,2009,9,17,78.625,59.0,0.0,77.25,75.380952381,57.9090909091,57.75,56.8571428571,69.0,61.25,1388750.0,29.42,30.14375,4.625,8.5,5.7125
1001,T016,42.011601,-87.811506,2009-09-17,0,1,0,0,0,1,0,0,0,2009,9,17,78.625,59.0,0.0,77.25,75.380952381,57.9090909091,57.75,56.8571428571,69.0,61.25,1388750.0,29.42,30.14375,4.625,8.5,5.7125
1002,T016,42.011601,-87.811506,2009-09-25,0,1,0,1,0,0,0,0,0,2009,9,25,73.875,58.0,0.915,74.0,76.5714285714,57.9090909091,61.25,58.8095238095,66.25,61.875,1263888.875,29.37625,30.09875,4.2125,13.5,6.0625
1003,T016,42.011601,-87.811506,2009-09-25,0,3,0,0,1,0,0,0,0,2009,9,25,73.875,58.0,0.915,74.0,76.5714285714,57.9090909091,61.25,58.8095238095,66.25,61.875,1263888.875,29.37625,30.09875,4.2125,13.5,6.0625
1004,T017,41.960616,-87.777189,2007-07-02,0,1,0,0,1,0,0,0,0,2007,7,2,81.125,60.125,0.31,75.75,82.5238095238,57.5454545455,54.25,62.2857142857,70.75,63.125,1387500.0,29.41125,30.125,7.05,10.75,8.25
1005,T017,41.960616,-87.777189,2007-07-18,0,1,0,0,0,1,0,0,0,2007,7,18,81.375,63.0,2.05,83.0,82.8095238095,59.6363636364,65.5,62.9047619048,72.5,63.0,13.875,29.19,29.9025,6.0875,23.25,8.4
1006,T017,41.960616,-87.777189,2007-08-01,0,2,0,0,1,0,0,0,0,2007,8,1,86.0,66.875,0.365,89.25,82.8571428571,60.1818181818,65.5,63.7619047619,76.75,67.25,138750.125,29.25625,29.96625,5.175,9.625,6.6375
1007,T017,41.960616,-87.777189,2007-08-01,0,1,0,0,0,1,0,0,0,2007,8,1,86.0,66.875,0.365,89.25,82.8571428571,60.1818181818,65.5,63.7619047619,76.75,67.25,138750.125,29.25625,29.96625,5.175,9.625,6.6375
1008,T017,41.960616,-87.777189,2007-08-15,0,3,0,1,0,0,0,0,0,2007,8,15,84.875,68.75,1.04,83.25,86.2380952381,68.0909090909,67.0,68.0952380952,77.0,70.375,1388888.875,29.245,29.955,3.8,12.125,6.1
1009,T017,41.960616,-87.777189,2007-08-15,0,3,0,0,1,0,0,0,0,2007,8,15,84.875,68.75,1.04,83.25,86.2380952381,68.0909090909,67.0,68.0952380952,77.0,70.375,1388888.875,29.245,29.955,3.8,12.125,6.1
1010,T017,41.960616,-87.777189,2007-08-21,0,2,0,1,0,0,0,0,0,2007,8,21,77.625,64.875,2.975,75.25,83.6666666667,63.1818181818,64.5,67.5238095238,71.5,66.375,1387638.875,29.26625,29.9775,4.4375,14.625,6.6875
1011,T017,41.960616,-87.777189,2007-08-21,0,2,0,0,1,0,0,0,0,2007,8,21,77.625,64.875,2.975,75.25,83.6666666667,63.1818181818,64.5,67.5238095238,71.5,66.375,1387638.875,29.26625,29.9775,4.4375,14.625,6.6875
1012,T017,41.960616,-87.777189,2007-09-04,0,2,0,0,1,0,0,0,0,2007,9,4,83.875,62.0,0.005,85.75,81.0476190476,58.9090909091,61.75,63.8571428571,73.0,64.375,0.0,29.3875,30.1075,5.1,13.75,6.6125
1013,T017,41.960616,-87.777189,2007-09-18,0,1,0,1,0,0,0,0,0,2007,9,18,72.75,48.625,0.005,75.0,78.5714285714,47.6363636364,49.5,57.5238095238,61.0,52.125,0.0,29.3675,30.09125,8.3375,21.25,9.9375
1014,T017,41.960616,-87.777189,2007-09-18,0,2,0,0,1,0,0,0,0,2007,9,18,72.75,48.625,0.005,75.0,78.5714285714,47.6363636364,49.5,57.5238095238,61.0,52.125,0.0,29.3675,30.09125,8.3375,21.25,9.9375
1015,T017,41.960616,-87.777189,2007-09-24,0,2,0,0,1,0,0,0,0,2007,9,24,83.25,59.125,0.0,84.0,78.9047619048,50.1818181818,58.25,57.1428571429,71.375,61.875,125.0,29.35375,30.0725,7.975,15.625,9.7375
1016,T017,41.960616,-87.777189,2007-10-04,0,1,0,0,1,0,0,0,0,2007,10,4,76.75,54.125,0.525,75.75,77.7142857143,53.6363636364,55.5,54.7619047619,65.625,57.875,1251387.625,29.33375,30.05125,7.225,18.5,8.6125
1017,T017,41.960616,-87.777189,2009-05-28,0,1,0,0,0,1,0,0,0,2009,5,28,72.5,54.25,1.79,69.0,70.1428571429,46.8181818182,54.0,49.8095238095,63.5,55.25,138.75,29.235,29.96,7.6625,12.875,9.2625
1018,T017,41.960616,-87.777189,2009-06-02,0,5,0,0,1,0,0,0,0,2009,6,2,71.625,50.75,2.32,72.5,71.3333333333,48.5454545455,48.5,51.0952380952,61.375,54.375,1375126.375,29.13875,29.85875,4.35,20.625,7.5625
1019,T017,41.960616,-87.777189,2009-06-02,0,10,0,0,0,1,0,0,0,2009,6,2,71.625,50.75,2.32,72.5,71.3333333333,48.5454545455,48.5,51.0952380952,61.375,54.375,1375126.375,29.13875,29.85875,4.35,20.625,7.5625
1020,T017,41.960616,-87.777189,2009-06-12,0,1,0,0,1,0,0,0,0,2009,6,12,70.875,51.25,0.54,68.0,70.8095238095,47.8181818182,52.75,50.4761904762,61.375,55.25,13888.875,29.16375,29.88625,5.9,10.5,7.7
1021,T017,41.960616,-87.777189,2009-06-19,0,1,0,0,1,0,0,0,0,2009,6,19,76.0,56.625,5.655,77.0,72.380952381,54.0,61.5,52.0476190476,66.5,60.375,1375138.875,29.18125,26.18,6.05,13.125,7.6375
1022,T017,41.960616,-87.777189,2009-06-19,0,2,0,0,0,1,0,0,0,2009,6,19,76.0,56.625,5.655,77.0,72.380952381,54.0,61.5,52.0476190476,66.5,60.375,1375138.875,29.18125,26.18,6.05,13.125,7.6375
1023,T017,41.960616,-87.777189,2009-06-26,0,4,0,0,1,0,0,0,0,2009,6,26,89.25,70.125,4.115,92.0,78.5714285714,64.0909090909,72.5,60.2857142857,80.125,62.125,1251262.5,25.4575,29.8075,4.35,17.125,6.5125
1024,T017,41.960616,-87.777189,2009-06-26,0,1,0,0,0,1,0,0,0,2009,6,26,89.25,70.125,4.115,92.0,78.5714285714,64.0909090909,72.5,60.2857142857,80.125,62.125,1251262.5,25.4575,29.8075,4.35,17.125,6.5125
1025,T017,41.960616,-87.777189,2009-07-06,0,1,0,1,0,0,0,0,0,2009,7,6,74.5,59.625,0.255,78.75,81.1428571429,55.7272727273,59.75,64.1428571429,67.125,60.25,12513.75,29.14125,29.85,6.1125,29.375,7.3875
1026,T017,41.960616,-87.777189,2009-07-06,0,3,0,0,1,0,0,0,0,2009,7,6,74.5,59.625,0.255,78.75,81.1428571429,55.7272727273,59.75,64.1428571429,67.125,60.25,12513.75,29.14125,29.85,6.1125,29.375,7.3875
1027,T017,41.960616,-87.777189,2009-07-06,0,1,0,0,0,0,1,0,0,2009,7,6,74.5,59.625,0.255,78.75,81.1428571429,55.7272727273,59.75,64.1428571429,67.125,60.25,12513.75,29.14125,29.85,6.1125,29.375,7.3875
1028,T017,41.960616,-87.777189,2009-07-10,0,2,0,0,1,0,0,0,0,2009,7,10,77.25,60.125,0.395,75.75,80.9047619048,56.0,60.5,63.9523809524,68.75,62.125,137637.625,29.26375,29.98,4.2625,19.625,5.7
1029,T017,41.960616,-87.777189,2009-07-24,0,7,0,0,1,0,0,0,0,2009,7,24,76.5,58.75,0.185,80.75,78.1904761905,55.8181818182,61.0,59.7142857143,67.875,60.5,138.875,29.25125,29.975,5.4,22.125,6.7625
1030,T017,41.960616,-87.777189,2009-07-24,0,1,0,0,0,1,0,0,0,2009,7,24,76.5,58.75,0.185,80.75,78.1904761905,55.8181818182,61.0,59.7142857143,67.875,60.5,138.875,29.25125,29.975,5.4,22.125,6.7625
1031,T017,41.960616,-87.777189,2009-07-31,0,1,0,0,1,0,0,0,0,2009,7,31,81.875,62.375,0.18,81.25,79.7619047619,57.6363636364,61.25,60.6666666667,72.375,63.25,1263875.0,29.11875,29.83125,7.25,26.875,8.4375
1032,T017,41.960616,-87.777189,2009-07-31,0,2,0,0,0,1,0,0,0,2009,7,31,81.875,62.375,0.18,81.25,79.7619047619,57.6363636364,61.25,60.6666666667,72.375,63.25,1263875.0,29.11875,29.83125,7.25,26.875,8.4375
1033,T017,41.960616,-87.777189,2009-08-07,0,2,0,0,1,0,0,0,0,2009,8,7,79.75,61.875,0.405,80.0,79.5714285714,56.0909090909,63.0,61.3333333333,71.0,62.375,125125.125,29.24625,29.9625,6.3625,15.375,7.9875
1034,T017,41.960616,-87.777189,2009-08-13,0,1,0,0,1,0,0,0,0,2009,8,13,84.0,65.125,0.53,84.0,82.2857142857,60.1818181818,63.0,63.4761904762,74.75,66.25,137500.0,29.31125,30.0225,6.45,13.875,8.075
1035,T017,41.960616,-87.777189,2009-08-27,0,1,0,0,1,0,0,0,0,2009,8,27,74.375,59.0,2.11,75.5,80.9047619048,59.0909090909,59.0,63.1904761905,66.875,61.375,1375001.375,29.26875,29.98,7.1875,13.0,8.85
1036,T017,41.960616,-87.777189,2009-09-14,0,5,0,0,1,0,0,0,0,2009,9,14,79.625,60.375,0.0,80.75,75.2857142857,58.3636363636,58.75,57.2857142857,70.25,62.75,1263888.75,29.40375,26.36375,4.3625,8.5,5.0625
1037,T017,41.960616,-87.777189,2009-09-17,0,1,0,0,1,0,0,0,0,2009,9,17,78.625,59.0,0.0,77.25,75.380952381,57.9090909091,57.75,56.8571428571,69.0,61.25,1388750.0,29.42,30.14375,4.625,8.5,5.7125
1038,T017,41.960616,-87.777189,2009-09-17,0,1,0,0,0,1,0,0,0,2009,9,17,78.625,59.0,0.0,77.25,75.380952381,57.9090909091,57.75,56.8571428571,69.0,61.25,1388750.0,29.42,30.14375,4.625,8.5,5.7125
1039,T017,41.960616,-87.777189,2009-09-25,0,1,0,0,0,1,0,0,0,2009,9,25,73.875,58.0,0.915,74.0,76.5714285714,57.9090909091,61.25,58.8095238095,66.25,61.875,1263888.875,29.37625,30.09875,4.2125,13.5,6.0625
1040,T017,41.960616,-87.777189,2011-06-10,0,2,0,0,0,1,0,0,0,2011,6,10,85.75,60.125,1.815,82.25,77.2380952381,58.0909090909,60.5,55.8095238095,73.25,65.125,125013.875,29.2325,29.95,7.5125,15.5,9.95
1041,T017,41.960616,-87.777189,2011-06-17,0,3,0,0,0,1,0,0,0,2011,6,17,72.25,54.75,1.39,77.75,78.5714285714,55.0909090909,57.75,57.6666666667,63.5,57.625,1387513.75,29.20625,29.92875,6.9,9.5,8.0375
